id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7129300520,20141013T000000,1,3.0,1.0,1180.0,5650,1.0,0.0,0.0,3,7.0,1180,0,1955.0,0,98178.0,47.469691811399436,-115.66232527420891,1340,5650.0
6414100192,20141209T000000,3,3.0,2.25,2570.0,7242,2.0,0.0,0.0,3,7.0,2170,400,1951.0,1991,98125.0,47.80528984305032,-118.562505577348,1690,
5631500400,20150225T000000,1,2.0,1.0,770.0,10000,1.0,0.0,0.0,3,6.0,770,0,1933.0,0,98028.0,47.97453893335129,-117.33203879766207,2720,8062.0
2487200875,20141209T000000,4,4.0,3.0,1960.0,5000,1.0,0.0,0.0,5,7.0,1050,910,1965.0,0,98136.0,47.42961907963767,-118.37683704095252,1360,5000.0
1954400510,20150218T000000,3,3.0,2.0,1680.0,8080,1.0,0.0,0.0,3,8.0,1680,0,1987.0,0,98074.0,47.07828470879382,-118.80369034510147,1800,7503.0
7237550310,20140512T000000,5,4.0,4.5,5420.0,101930,1.0,0.0,0.0,3,11.0,3890,1530,2001.0,0,98053.0,47.38170601910658,-117.22664905520276,4760,101930.0
1321400060,20140627T000000,2,3.0,2.25,1715.0,6819,2.0,0.0,0.0,3,7.0,1715,0,1995.0,0,98003.0,47.479092284005674,-119.08519890163933,2238,6819.0
2008000270,20150115T000000,2,3.0,1.5,1060.0,9711,1.0,0.0,0.0,3,7.0,1060,0,1963.0,0,98198.0,47.29444807569472,-118.50651511800619,1650,9711.0
2414600126,20150415T000000,1,3.0,1.0,1780.0,7470,1.0,0.0,0.0,3,7.0,1050,730,1960.0,0,98146.0,47.71851688275037,-118.17744004156981,1780,8113.0
3793500160,20150312T000000,2,3.0,2.5,1890.0,6560,2.0,0.0,0.0,3,7.0,1890,0,2003.0,0,98038.0,47.59003664218663,-118.40770093687041,2390,7570.0
1736800520,20150403T000000,4,3.0,2.5,3560.0,9796,1.0,0.0,0.0,3,8.0,1860,1700,,0,98007.0,47.51563817663132,-119.04227349194811,2210,8925.0
9212900260,20140527T000000,3,2.0,1.0,1160.0,6000,1.0,0.0,0.0,4,7.0,860,300,1942.0,0,98115.0,47.62219069319498,-117.14572261968206,1330,6000.0
114101516,20140528T000000,2,3.0,1.0,1430.0,19901,1.5,0.0,0.0,4,7.0,1430,0,1927.0,0,98028.0,47.720993945156316,-119.06225865158505,1780,12697.0
6054650070,20141007T000000,3,3.0,1.75,1370.0,9680,1.0,0.0,0.0,4,7.0,1370,0,1977.0,0,98074.0,47.96853895477566,-118.23516210160642,1370,10208.0
1175000570,20150312T000000,3,5.0,2.0,1810.0,4850,1.5,,0.0,3,7.0,1810,0,1900.0,0,98107.0,47.43379742119511,-118.7519456757931,1360,4850.0
9297300055,20150124T000000,4,4.0,3.0,2950.0,5000,2.0,0.0,,3,9.0,1980,970,1979.0,0,98126.0,47.8221682804941,-119.72317820619901,2140,4000.0
1875500060,20140731T000000,3,3.0,2.0,1890.0,14040,2.0,0.0,0.0,3,7.0,1890,0,1994.0,0,98019.0,47.70924061998881,-115.9058914016003,1890,14018.0
6865200140,20140529T000000,3,4.0,1.0,1600.0,4300,1.5,0.0,0.0,4,7.0,1600,0,1916.0,0,98103.0,47.929994993219125,-118.98549484188106,1610,4300.0
16000397,20141205T000000,1,2.0,1.0,1200.0,9850,1.0,0.0,0.0,4,7.0,1200,0,1921.0,0,98002.0,47.50497065780071,-120.3652329652727,1060,5095.0
7983200060,20150424T000000,1,3.0,1.0,1250.0,9774,1.0,0.0,0.0,4,7.0,1250,0,1969.0,0,98003.0,47.10836399476675,-116.61143170341943,1280,8850.0
6300500875,20140514T000000,3,4.0,1.75,1620.0,4980,1.0,0.0,0.0,4,7.0,860,760,1947.0,0,98133.0,47.92589668852501,-117.80202482286279,1400,
2524049179,20140826T000000,5,3.0,2.75,3050.0,44867,1.0,0.0,4.0,3,9.0,2330,720,1968.0,0,98040.0,47.3214970888042,-118.43677827070303,4110,20336.0
7137970340,20140703T000000,2,5.0,2.5,2270.0,6300,2.0,0.0,0.0,3,8.0,2270,0,1995.0,0,98092.0,47.28864420015624,-117.4852524271323,2240,7005.0
8091400200,20140516T000000,2,2.0,1.5,1070.0,9643,1.0,0.0,0.0,3,7.0,1070,0,1985.0,0,98030.0,47.15021318778345,-119.20573448461361,1220,
3814700200,20141120T000000,2,3.0,2.25,2450.0,6500,2.0,0.0,0.0,4,8.0,2450,0,1985.0,0,98030.0,47.60428970487808,-117.48105330650331,2200,6865.0
1202000200,20141103T000000,1,3.0,2.0,1710.0,4697,1.5,0.0,0.0,5,6.0,1710,0,1941.0,0,98002.0,47.118370442047464,-118.50258162171949,1030,4705.0
1794500383,20140626T000000,5,3.0,1.75,2450.0,2691,2.0,0.0,0.0,3,8.0,1750,700,1915.0,0,98119.0,48.11117452549459,-118.42929221559733,1760,3573.0
3303700376,20141201T000000,4,3.0,1.0,1400.0,1581,1.5,0.0,0.0,5,8.0,1400,0,1909.0,0,98112.0,47.95817974087827,-118.25284343980803,1860,3861.0
5101402488,20140624T000000,3,3.0,1.75,1520.0,6380,1.0,0.0,0.0,3,7.0,790,730,1948.0,0,98115.0,47.51352418386995,-118.23388574019677,1520,6235.0
1873100390,20150302T000000,4,4.0,2.5,2570.0,7173,2.0,0.0,0.0,3,8.0,2570,0,2005.0,0,98052.0,47.53870913181167,-117.78105669745449,2630,6026.0
8562750320,20141110T000000,3,3.0,2.5,,3980,2.0,0.0,0.0,3,8.0,2320,0,2003.0,0,98027.0,47.68061127391095,-118.5224180934293,2580,3980.0
2426039314,20141201T000000,2,2.0,1.5,1190.0,1265,3.0,0.0,0.0,3,7.0,1190,0,2005.0,0,98133.0,47.73891476972227,-118.17648587514591,1390,1756.0
461000390,20140624T000000,4,4.0,1.75,2330.0,5000,1.5,0.0,0.0,4,7.0,1510,820,1929.0,0,98117.0,47.54031948115121,-119.15599549306354,1460,5000.0
7589200193,20141110T000000,3,3.0,1.0,1090.0,3000,1.5,0.0,0.0,4,8.0,1090,0,1929.0,0,98117.0,47.87332076456552,-119.95072477552452,1570,
7955080270,20141203T000000,2,4.0,2.75,2060.0,6659,1.0,0.0,0.0,3,7.0,1280,780,1981.0,0,98058.0,47.431619865601114,-118.0505035332628,2020,8720.0
9547205180,20140613T000000,4,3.0,2.5,2300.0,3060,1.5,0.0,0.0,3,8.0,1510,790,1930.0,2002,98115.0,47.62620368913154,-118.56221647570196,1590,3264.0
9435300030,20140528T000000,3,4.0,1.0,1660.0,34848,1.0,0.0,0.0,1,5.0,930,730,1933.0,0,98052.0,47.66742903643736,-117.06163034165135,2160,11467.0
2768000400,20141230T000000,4,4.0,2.0,2360.0,6000,2.0,,0.0,4,8.0,2360,0,1904.0,0,98107.0,47.851975987797225,-117.7838955582713,1730,4700.0
7895500070,20150213T000000,1,4.0,1.0,1220.0,8075,1.0,0.0,0.0,2,7.0,890,330,1969.0,0,98001.0,46.95658068173376,-118.5549484379355,1290,
2078500320,20140620T000000,4,4.0,2.5,2620.0,7553,2.0,0.0,0.0,3,8.0,2620,0,1996.0,0,98056.0,47.686939862522046,-118.55055167225649,2620,11884.0
5547700270,20140715T000000,4,4.0,2.5,2570.0,5520,2.0,0.0,0.0,3,9.0,2570,0,2000.0,0,98074.0,47.57113269613793,-118.04530826225447,2470,5669.0
7766200013,20140811T000000,4,4.0,2.25,4220.0,24186,1.0,0.0,0.0,3,8.0,2600,1620,1984.0,0,98166.0,47.261417528708456,-117.86416546111847,2410,30617.0
7203220400,20140707T000000,4,5.0,2.75,3595.0,5639,2.0,0.0,0.0,3,9.0,3595,0,2014.0,0,98053.0,47.48898606453159,-119.6112912205514,3625,5639.0
9270200160,20141028T000000,4,3.0,1.0,1570.0,2280,2.0,0.0,0.0,3,7.0,1570,0,1922.0,0,98119.0,47.597930067479034,-117.79099043814469,1580,2640.0
